State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,Literacy_Rate,Male_Literacy_Rate,Sex_Ratio,Female_Literacy_Rate,Literacy_Gender_Gap,Low_Income,Middle_Income,High_Income,Worker_Participation_Rate,Male_Worker_Participation_Rate,Female_Worker_Participation_Rate,Electrification_Rate,Internet_Access_Rate,Computer_Access_Rate,Youth_Population_Percent,Middle_Age_Population_Percent,Senior_Population_Percent,Below_Primary_Education_Rate,Literate_Education_Rate,Illiteracy_Rate
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,MADHYA PRADESH,2365106,1225100,1140006,1441757,845572,596185,991946,617184,374762,463506,50878,2268838,85414,1964,832,986,655,251132,3406,31194,344362,330131,312931,206274,180635,122371,1508142,766166,2756,61.0,69.0,930.5411803118113,52.0,17.0,511,1831,295,42.0,50.0,33.0,11.0,0.0,1.0,62.0,23.0,15.0,15.0,64.0,32.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,MADHYA PRADESH,2378458,1256257,1122201,1545719,908607,637112,1006035,682077,323958,378560,140458,2198297,103480,5580,4146,991,62992,366494,4546,24811,347752,426916,297079,214137,137899,116753,1554882,711804,2771,65.0,72.0,893.2893508255079,57.0,15.0,525,1753,285,42.0,54.0,29.0,15.0,0.0,1.0,62.0,24.0,14.0,15.0,65.0,30.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,MADHYA PRADESH,2228935,1157495,1071440,1371781,801051,570730,911349,590487,320862,371584,46056,2158623,59471,2228,1163,364,3135,294702,3754,22751,338947,334635,309536,197373,148091,105499,1450133,715509,2641,62.0,69.0,925.6541064972203,53.0,16.0,487,1729,282,41.0,51.0,30.0,13.0,0.0,1.0,61.0,24.0,15.0,15.0,65.0,32.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,MADHYA PRADESH,1311332,683743,627589,780362,469208,311154,586087,364559,221528,227026,9917,1163607,137980,1404,640,357,6232,212138,1566,11166,193885,179388,136284,120687,77541,50655,765195,508396,1442,60.0,69.0,917.872650981436,50.0,19.0,293,959,117,45.0,53.0,35.0,16.0,0.0,1.0,62.0,23.0,14.0,15.0,58.0,39.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,MADHYA PRADESH,1379131,695879,683252,864194,485341,378853,684434,394660,289774,376404,11957,1145052,79739,1857,360,7288,4982,228695,1182,10417,223650,241327,151636,116124,84398,55984,879546,458811,1369,63.0,70.0,981.8546040331724,55.0,15.0,306,942,78,50.0,57.0,42.0,17.0,0.0,1.0,59.0,26.0,15.0,16.0,64.0,33.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,MADHYA PRADESH,1066063,540021,526042,604194,348761,255433,493057,292402,200655,258991,14329,997073,42426,2372,912,268,1737,113184,1733,10817,161972,154282,128427,80402,60915,46513,637863,422736,1302,57.0,65.0,974.1139696419214,49.0,16.0,206,781,169,46.0,54.0,38.0,11.0,0.0,1.0,61.0,25.0,14.0,15.0,60.0,40.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,MADHYA PRADESH,1512681,780520,732161,894612,543509,351103,717871,431857,286014,303157,8809,1321003,174724,815,631,179,13755,232735,1382,10797,271215,239081,141225,111366,75967,48671,890916,544791,1647,59.0,70.0,938.0425869932866,48.0,22.0,351,1094,109,47.0,55.0,39.0,15.0,0.0,1.0,60.0,24.0,16.0,18.0,59.0,36.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,MADHYA PRADESH,687861,361784,326077,328025,208201,119824,277455,183788,93667,115261,4166,638702,41396,230,6387,201,379,74770,273,5393,90911,70840,43009,37072,24732,17091,285152,393141,693,48.0,58.0,901.3029874179068,37.0,21.0,156,463,40,40.0,51.0,29.0,11.0,0.0,1.0,65.0,23.0,12.0,13.0,41.0,57.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,MADHYA PRADESH,1726050,919795,806255,900846,573242,327604,759281,481001,278280,220440,13079,1648749,51200,1117,7151,3421,12171,148128,1852,15304,261087,214162,125117,84684,58509,44812,794589,719547,1827,52.0,62.0,876.5594507471774,41.0,21.0,407,1204,124,44.0,52.0,35.0,9.0,0.0,1.0,64.0,23.0,13.0,15.0,46.0,42.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,MADHYA PRADESH,1127033,575912,551121,600785,353030,247755,461760,284289,177471,262030,15654,1077545,34419,511,128,92,93,102228,837,10790,185550,168224,129344,80312,60845,33067,661238,477472,3019,53.0,61.0,956.9534928947478,45.0,16.0,493,1940,419,41.0,49.0,32.0,9.0,0.0,1.0,64.0,23.0,13.0,16.0,59.0,42.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,MADHYA PRADESH,1445166,760355,684811,747940,459353,288587,655318,402776,252542,223852,15622,1383475,44143,588,251,109,15569,132725,1090,10899,202448,188694,143231,78053,58245,35034,711045,659348,1591,52.0,60.0,900.6464085854634,42.0,18.0,328,1059,121,45.0,53.0,37.0,9.0,0.0,1.0,62.0,24.0,14.0,14.0,49.0,46.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,MADHYA PRADESH,1986864,1016289,970575,1240990,730817,510173,897442,569425,328017,302003,19678,1718204,233133,4659,3241,945,24622,323379,7501,27733,286534,280030,178295,159263,119586,111290,1148280,659279,2599,62.0,72.0,955.0187003893577,53.0,19.0,417,1600,354,45.0,56.0,34.0,16.0,0.0,1.0,58.0,26.0,16.0,14.0,58.0,33.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,MADHYA PRADESH,644758,330674,314084,356672,210907,145765,289691,175698,113993,145690,8767,620515,15966,667,190,70,220,67975,839,6360,90791,94011,74854,43418,27216,18144,351218,230782,692,55.0,64.0,949.829741679116,46.0,18.0,128,459,75,45.0,53.0,36.0,11.0,0.0,1.0,63.0,25.0,13.0,14.0,54.0,36.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,MADHYA PRADESH,1458875,769568,689307,862918,512344,350574,550402,401583,148819,228308,12408,1287391,149548,1313,914,295,18490,181510,1926,12888,242021,214603,123650,104007,65581,59814,816456,512311,1583,59.0,67.0,895.7064223044617,51.0,16.0,332,1026,124,38.0,52.0,22.0,12.0,0.0,1.0,63.0,23.0,14.0,17.0,56.0,35.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,MAHARASHTRA,1813906,932334,881572,1411281,758977,652304,768154,520362,247792,388521,9660,1107809,357253,4483,1504,328033,10205,314490,6163,24232,231841,328367,275264,291391,205723,112574,1460317,352687,3948,78.0,81.0,945.553846582877,74.0,7.0,270,1930,627,42.0,56.0,28.0,17.0,0.0,1.0,55.0,27.0,18.0,13.0,81.0,19.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,MAHARASHTRA,2888445,1480768,1407677,2251875,1207104,1044771,1236322,837577,398745,667943,20998,2055177,421410,7223,2242,383891,11360,512492,9438,36185,326195,468853,463051,525116,346876,203273,2349512,478074,6236,78.0,82.0,950.639803129187,74.0,8.0,404,3195,909,43.0,57.0,28.0,18.0,0.0,1.0,53.0,27.0,19.0,11.0,81.0,17.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,MAHARASHTRA,1200334,605520,594814,899860,488709,411151,597305,345054,252251,312183,17169,1009352,26502,2145,831,154458,1017,227025,2932,13165,115150,187870,208902,204435,153749,67061,949619,235524,2237,75.0,81.0,982.3193288413264,69.0,12.0,175,1327,359,50.0,57.0,42.0,19.0,0.0,1.0,52.0,28.0,19.0,10.0,79.0,20.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,MAHARASHTRA,2585049,1349106,1235943,1718507,987185,731322,1255548,727819,527729,373566,21093,2174672,320395,2097,824,68482,8719,402052,5614,29198,309704,436446,280800,316758,206530,129996,1691672,821607,4179,66.0,73.0,916.1200083610925,59.0,14.0,396,2383,586,49.0,54.0,43.0,16.0,0.0,1.0,57.0,24.0,19.0,12.0,65.0,32.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,MAHARASHTRA,2586258,1337560,1248698,1879874,1048892,830982,1219641,734024,485617,603227,13770,1845424,354236,3531,1668,364229,12242,423036,4767,24877,315408,457067,400342,406379,228266,113783,1940864,600436,4421,73.0,78.0,933.5641017973026,67.0,11.0,406,2441,645,47.0,55.0,39.0,16.0,0.0,1.0,57.0,25.0,18.0,12.0,75.0,23.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,MAHARASHTRA,2204307,1123834,1080473,1578615,872565,706050,1058172,648565,409607,473983,21346,1780085,92297,10701,5251,286734,3861,418666,8239,31419,243773,316192,337320,351610,241179,126488,1631602,516728,5085,72.0,78.0,961.4168996488805,65.0,13.0,304,2633,746,48.0,58.0,38.0,19.0,0.0,1.0,53.0,29.0,18.0,11.0,74.0,23.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,MAHARASHTRA,2050862,1054031,996831,1293916,723388,570528,936370,570448,365922,429536,20646,1825460,187901,3653,1422,13405,12818,315332,6065,27139,200494,323641,208571,290656,182739,114931,1335558,649568,3583,63.0,69.0,945.7321463979712,57.0,12.0,292,1927,513,46.0,54.0,37.0,15.0,0.0,1.0,57.0,25.0,17.0,10.0,65.0,32.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,MAHARASHTRA,1322507,661554,660953,1004243,542837,461406,665419,383151,282268,281414,32525,1153861,26157,1827,2160,125282,1568,239981,2866,13595,138457,237888,231153,225595,159570,57923,1060206,256549,2183,76.0,82.0,999.0915329663187,70.0,12.0,201,1321,339,50.0,58.0,43.0,18.0,0.0,1.0,53.0,28.0,18.0,10.0,80.0,19.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,MAHARASHTRA,1177345,606294,571051,790743,450551,340192,569182,330903,238279,226483,8268,863199,127552,992,643,176679,5278,159114,1221,9676,175736,266649,127246,136075,74544,38698,824880,331388,1853,67.0,74.0,941.8714353102621,60.0,14.0,180,1060,258,48.0,55.0,42.0,14.0,0.0,1.0,59.0,24.0,17.0,15.0,70.0,28.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,MAHARASHTRA,4229917,2197365,2032552,2891882,1629223,1262659,1863571,1186472,677099,937174,38930,3457615,560261,7091,3091,143865,27404,720791,14297,56775,482462,735730,532587,627198,375643,229987,3014615,1003050,7988,68.0,74.0,924.9951646631306,62.0,12.0,614,4183,1223,44.0,54.0,33.0,17.0,0.0,1.0,56.0,26.0,18.0,11.0,71.0,24.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,MAHARASHTRA,1959046,1011473,947573,1195523,699428,496095,930886,545030,385856,300937,16705,1504641,274221,12542,1629,152540,9619,288895,3791,17236,271061,422207,218189,225331,120715,64060,1331287,545980,3363,61.0,69.0,936.8248089667248,52.0,17.0,265,1932,437,48.0,54.0,41.0,15.0,0.0,1.0,59.0,23.0,17.0,14.0,68.0,28.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,MAHARASHTRA,3876001,1980658,1895343,2825845,1559760,1266085,1704054,1125204,578850,266028,59932,3379906,286558,15573,1570,29766,154882,770005,22269,71879,321457,622362,487227,698604,395234,335413,2901125,778000,8464,73.0,79.0,956.9259306755634,67.0,12.0,530,4401,1635,44.0,57.0,31.0,20.0,1.0,2.0,51.0,28.0,21.0,8.0,75.0,20.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,MAHARASHTRA,2454196,1273140,1181056,1650672,932432,718240,1046857,670018,376839,416578,17663,2006984,367664,2387,935,66535,6387,381722,6217,29758,268627,423711,296910,380344,224998,153256,1765952,596213,4574,67.0,73.0,927.6717407355043,61.0,12.0,373,2460,656,43.0,53.0,32.0,16.0,0.0,1.0,57.0,24.0,18.0,11.0,72.0,24.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,MAHARASHTRA,4653570,2384975,2268595,3673808,1959220,1714588,1868560,1334211,534349,423587,52419,3492202,390974,34667,20469,668050,24528,917626,57964,135750,325084,666693,812381,790443,542228,493236,3703540,601547,14073,79.0,82.0,951.2028427970944,76.0,6.0,491,5637,4590,40.0,56.0,24.0,20.0,1.0,3.0,53.0,29.0,18.0,7.0,80.0,13.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,MAHARASHTRA,3361292,1730075,1631217,2189425,1255222,934203,1493953,925232,568721,632395,29158,2501741,471951,3902,13540,354189,5049,488748,7548,43055,416869,691348,368723,416761,255650,156225,2327305,884626,6214,65.0,73.0,942.8591246044247,57.0,16.0,525,3307,979,44.0,53.0,35.0,15.0,0.0,1.0,60.0,24.0,16.0,12.0,69.0,26.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,MAHARASHTRA,1648295,833170,815125,906509,512099,394410,792065,442898,349167,438176,14599,1521618,96182,8467,685,4969,6191,186202,2579,17047,166664,218718,121404,160961,113019,58461,848475,790613,2446,55.0,61.0,978.3417549839769,48.0,13.0,264,1399,354,48.0,53.0,43.0,11.0,0.0,1.0,61.0,24.0,15.0,10.0,51.0,48.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,MAHARASHTRA,6107187,3157186,2950001,4345366,2397538,1947828,2763328,1746286,1017042,730228,56132,5237009,693052,23946,8912,94783,38212,904710,45039,138887,544346,1038955,851714,830070,485052,373100,4220456,1481778,13629,71.0,76.0,934.3766886081467,66.0,10.0,805,6602,2714,45.0,55.0,34.0,15.0,1.0,2.0,59.0,26.0,16.0,9.0,69.0,24.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,MAHARASHTRA,1657576,861535,796041,1137810,644304,493506,773916,473795,300121,299525,19831,1437623,178925,942,340,28216,4530,240042,3209,18183,183972,300965,201646,260772,139479,96847,1193594,440363,2786,69.0,75.0,923.9798731334189,62.0,13.0,262,1614,409,47.0,55.0,38.0,14.0,0.0,1.0,55.0,24.0,21.0,11.0,72.0,27.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,MAHARASHTRA,1836086,942870,893216,1157814,666291,491523,822797,501422,321375,317806,13210,1328385,306364,2081,1371,187899,6238,272486,3982,21196,229217,396713,204316,229103,116041,81333,1266426,552643,3410,63.0,71.0,947.3373847932377,55.0,16.0,254,1712,540,45.0,53.0,36.0,15.0,0.0,1.0,59.0,24.0,17.0,12.0,69.0,30.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,MAHARASHTRA,9429408,4924105,4505303,7171723,3940210,3231513,4048993,2809816,1239177,414461,105711,8090254,673704,134192,27090,340404,127786,1925019,235018,490260,559840,1234549,1383055,1414563,867256,1086650,6736249,1353077,27223,76.0,80.0,914.9486048733729,72.0,8.0,905,10190,10129,43.0,57.0,28.0,20.0,2.0,5.0,55.0,28.0,17.0,6.0,71.0,14.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,MAHARASHTRA,1615069,761121,853948,1199392,619012,580380,714076,407008,307068,153117,17230,1307211,187197,1990,230,113467,3347,367352,7752,31062,163025,378554,269872,247257,111600,65700,1251437,319622,3484,74.0,81.0,1121.9608971503874,68.0,13.0,233,2115,573,44.0,53.0,36.0,23.0,0.0,2.0,48.0,27.0,25.0,10.0,77.0,20.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,MAHARASHTRA,2822143,1435728,1386415,2049467,1121550,927917,1215104,800214,414890,290693,40824,2440312,239607,9098,1260,38210,87453,485126,13212,49056,208511,507318,459156,453404,244804,214003,2124179,579039,5798,73.0,78.0,965.6529649070019,67.0,11.0,409,3107,1190,43.0,56.0,30.0,17.0,0.0,2.0,51.0,27.0,21.0,7.0,75.0,21.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,MAHARASHTRA,3003741,1510842,1492899,2225694,1201034,1024660,1354947,844805,510142,297241,39772,2691952,146970,4408,1182,141315,12810,562653,14093,57423,288427,495822,407977,556706,299993,243457,2313266,545423,5649,74.0,79.0,988.1238408781329,69.0,10.0,437,3342,988,45.0,56.0,34.0,19.0,0.0,2.0,51.0,27.0,22.0,10.0,77.0,18.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,MAHARASHTRA,849651,417332,432319,666067,348289,317778,347178,229676,117502,81816,9679,780384,26264,15471,219,24762,1046,194228,3517,15721,86480,165284,134734,175070,89023,48418,702460,121922,1749,78.0,83.0,1035.9114565861234,74.0,9.0,107,1071,291,41.0,55.0,27.0,23.0,0.0,2.0,45.0,29.0,26.0,10.0,83.0,14.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,MAHARASHTRA,4317756,2227852,2089904,2910676,1651266,1259410,1898395,1206933,691462,558334,71106,3795424,441254,9882,1279,35497,28134,595560,15145,59296,390337,788150,535848,643327,328020,236302,2951035,976795,8995,67.0,74.0,938.080267450441,60.0,14.0,627,4634,1337,44.0,54.0,33.0,14.0,0.0,1.0,56.0,25.0,19.0,9.0,68.0,23.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,MAHARASHTRA,11060148,5865078,5195070,8227161,4591396,3635765,4492767,3363123,1129644,418004,124461,8716055,1355630,280700,39149,449617,172052,2231800,256170,551643,712171,1530916,1588196,1751284,1080597,961719,7739336,1692022,35118,74.0,78.0,885.7631560910188,70.0,8.0,1175,13483,11066,41.0,57.0,22.0,20.0,2.0,5.0,56.0,29.0,14.0,6.0,70.0,15.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,MAHARASHTRA,1300774,668385,632389,1019458,552617,466841,608235,392316,215919,282170,13785,1057096,53854,2696,2147,175417,5663,266155,4313,16260,140470,186781,201471,225208,158055,93772,1012774,212054,2754,78.0,83.0,946.1448117477203,74.0,9.0,184,1510,447,47.0,59.0,34.0,20.0,0.0,1.0,51.0,28.0,21.0,11.0,78.0,16.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,MAHARASHTRA,1197160,620302,576858,869917,487703,382214,569792,340353,229439,310195,7122,859949,142672,1707,518,179330,8476,196022,1875,10757,166509,238985,160331,162762,116032,47865,899778,291525,1942,73.0,79.0,929.9631469832436,66.0,13.0,190,1101,282,48.0,55.0,40.0,16.0,0.0,1.0,57.0,25.0,18.0,14.0,75.0,24.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,MAHARASHTRA,2772348,1419965,1352383,2022574,1115980,906594,1355999,815475,540524,739718,17899,2251401,239236,4567,1596,249874,11422,446516,6094,29917,391944,562739,382001,389924,245819,123074,2117390,718204,4937,73.0,79.0,952.4058691587469,67.0,12.0,436,2789,709,49.0,57.0,40.0,16.0,0.0,1.0,56.0,26.0,17.0,14.0,76.0,26.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,MANIPUR,237399,118782,118617,156333,87313,69020,109937,62807,47130,15109,11567,175102,18691,4264,56,76,16,34364,676,3447,15941,36011,50004,31775,20077,20074,175322,67610,226,66.0,74.0,998.6109006415114,58.0,16.0,77,102,22,46.0,53.0,40.0,14.0,0.0,1.0,57.0,26.0,16.0,7.0,74.0,28.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,MANIPUR,144182,74579,69603,90302,51053,39249,76238,42615,33623,8315,3040,10810,3086,129049,136,400,59,18764,184,1782,17382,28163,30589,18971,12213,8105,115663,38191,250,63.0,68.0,933.2788050255434,56.0,12.0,24,191,28,53.0,57.0,48.0,13.0,0.0,1.0,60.0,27.0,13.0,12.0,80.0,26.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,MANIPUR,274143,138820,135323,195935,104013,91922,122655,70594,52061,8282,5067,12034,2886,254979,152,495,87,29894,837,4496,32860,67907,65475,38567,23284,14523,243125,57561,327,71.0,75.0,974.8091053162369,68.0,7.0,42,259,26,45.0,51.0,38.0,11.0,0.0,2.0,62.0,25.0,14.0,12.0,89.0,21.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,MANIPUR,479148,247323,231825,264477,148012,116465,233622,124143,109479,30369,4978,43833,1649,426819,140,2409,53,22798,256,2170,46757,81735,91395,62033,40438,24940,347896,191001,823,55.0,60.0,937.3370046457467,50.0,10.0,62,667,95,49.0,50.0,47.0,5.0,0.0,0.0,66.0,23.0,11.0,10.0,73.0,40.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,MANIPUR,140651,72371,68280,85006,47403,37603,70675,37237,33438,1924,1710,2995,589,134760,59,425,57,11541,125,1362,11155,28461,26794,17867,11645,7102,103294,45317,90,60.0,65.0,943.4718326401459,55.0,10.0,51,39,0,50.0,51.0,49.0,8.0,0.0,1.0,64.0,24.0,12.0,8.0,73.0,32.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,MANIPUR,422168,210845,211323,269304,152617,116687,195319,109377,85942,33106,21017,267146,107323,4322,106,114,24,49507,880,5110,32396,69738,87932,55803,37899,28550,315532,118088,539,64.0,72.0,1002.2670682254737,55.0,17.0,97,337,56,46.0,52.0,41.0,12.0,0.0,1.0,60.0,25.0,15.0,8.0,75.0,28.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,MANIPUR,183998,94718,89280,129829,70148,59681,87929,46533,41396,3852,2233,7553,1115,174112,108,635,70,14026,276,2437,20670,29382,38350,31734,22729,15636,158906,42156,79,71.0,74.0,942.5874701746236,67.0,7.0,79,0,0,48.0,49.0,46.0,8.0,0.0,1.0,62.0,24.0,14.0,11.0,86.0,23.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,MEGHALAYA,317917,161223,156694,192147,102513,89634,126073,72262,53811,19246,2475,17272,3359,289708,56,1004,38,24550,288,2368,51578,70679,52762,31328,9473,2484,218602,100781,450,60.0,64.0,971.9084745972968,57.0,7.0,58,292,69,40.0,45.0,34.0,8.0,0.0,1.0,68.0,22.0,9.0,16.0,69.0,32.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,MEGHALAYA,825922,410749,415173,578030,287270,290760,326786,204303,122483,40889,2966,144935,14185,543394,2495,3111,303,135941,5032,19306,118135,163729,127722,94579,58836,61639,634037,168575,1456,70.0,70.0,1010.770567913738,70.0,0.0,113,845,384,40.0,50.0,30.0,16.0,1.0,2.0,66.0,23.0,10.0,14.0,77.0,20.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,MEGHALAYA,395124,196285,198839,187527,87371,100156,154180,88839,65341,35766,2004,12456,1646,271596,34,284,45,41677,510,4333,67749,61526,34677,26748,13544,8039,215217,165184,528,47.0,45.0,1013.0116921822861,50.0,-5.0,63,354,95,39.0,45.0,33.0,11.0,0.0,1.0,74.0,18.0,8.0,17.0,54.0,42.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,MEGHALAYA,142334,73170,69164,82062,45003,37059,53069,32826,20243,5565,1249,7036,1050,132984,27,332,10,10940,179,1625,25906,28921,21506,13858,3998,826,95846,44849,139,58.0,62.0,945.2507858411917,54.0,8.0,26,92,23,37.0,45.0,29.0,8.0,0.0,1.0,68.0,22.0,10.0,18.0,67.0,32.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,MEGHALAYA,643291,324159,319132,358702,193438,165264,255693,151914,103779,39725,7643,122936,106788,389956,209,3392,144,51301,1630,8872,85733,129178,90963,70941,29404,10856,420622,208900,791,56.0,60.0,984.4921782211816,52.0,8.0,127,503,132,40.0,47.0,33.0,8.0,0.0,1.0,66.0,22.0,11.0,13.0,65.0,32.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,MEGHALAYA,383461,193715,189746,230678,117307,113371,163345,89694,73651,37184,2475,6498,1533,366881,58,1313,38,32873,149,2462,80318,78208,45046,28417,12295,6450,251275,133244,479,60.0,61.0,979.5111374958057,60.0,1.0,76,304,75,43.0,46.0,39.0,9.0,0.0,1.0,73.0,18.0,9.0,21.0,66.0,35.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,MIZORAM,400309,199270,201039,340595,169547,171048,174636,104643,69993,11434,3360,13249,5264,379134,105,1570,76,79804,4019,21093,29332,68214,100103,78752,37701,31310,347470,38248,963,85.0,85.0,1008.8774025191951,85.0,0.0,46,492,314,44.0,53.0,35.0,20.0,1.0,5.0,59.0,27.0,14.0,7.0,87.0,10.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,MIZORAM,125745,63388,62357,100802,51440,49362,60342,34129,26213,5823,980,1075,699,123446,9,151,45,23948,186,2263,14491,31359,30454,16259,4956,4087,101684,15449,187,80.0,81.0,983.7350918154856,79.0,2.0,22,114,33,48.0,54.0,42.0,19.0,0.0,2.0,63.0,24.0,14.0,12.0,81.0,12.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,MIZORAM,83955,42918,41037,65895,34147,31748,36672,22733,13939,5921,585,4000,4426,75210,16,108,2,14853,367,1986,11367,18046,20399,9849,3473,2530,65726,14217,142,78.0,80.0,956.1722354256955,77.0,3.0,9,88,28,44.0,53.0,34.0,18.0,0.0,2.0,62.0,25.0,13.0,14.0,78.0,17.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,MIZORAM,117894,60599,57295,62861,36444,26417,45566,28517,17049,3153,613,1668,522,63892,52,51549,122,9283,162,1329,19890,21114,16629,10538,3763,2515,74574,54874,242,53.0,60.0,945.477648146009,46.0,14.0,30,147,35,39.0,47.0,30.0,8.0,0.0,1.0,68.0,21.0,10.0,17.0,63.0,47.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,MIZORAM,161428,82891,78537,121122,64515,56607,78292,46230,32062,10662,813,5231,1290,127124,74,27543,93,26394,482,3725,22181,33313,34774,19918,8503,5509,124314,32451,274,75.0,78.0,947.4731876802065,72.0,6.0,26,164,57,48.0,56.0,41.0,16.0,0.0,2.0,62.0,25.0,13.0,14.0,77.0,20.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,MIZORAM,86364,44828,41536,60191,32977,27214,39339,24016,15323,2553,262,2989,1782,69104,13,12328,25,12158,90,1073,9328,19711,19949,10756,3180,1771,64717,20091,94,70.0,74.0,926.5637547961095,66.0,8.0,14,65,16,46.0,54.0,37.0,14.0,0.0,1.0,65.0,23.0,12.0,11.0,75.0,23.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,MIZORAM,56574,28594,27980,42233,21861,20372,19461,12211,7250,957,313,933,514,54977,11,102,4,7400,168,1194,8422,14151,12130,7269,3628,2204,47873,8787,88,75.0,76.0,978.5269636986781,73.0,3.0,18,49,16,34.0,43.0,26.0,13.0,0.0,2.0,66.0,23.0,12.0,15.0,85.0,16.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,MIZORAM,64937,32851,32086,54476,27598,26878,32397,18261,14136,1284,926,991,335,63444,6,60,9,12315,131,987,8771,14985,16237,9062,2915,2128,54133,5963,118,84.0,84.0,976.713037654866,84.0,0.0,10,74,19,50.0,56.0,44.0,19.0,0.0,2.0,61.0,24.0,14.0,14.0,83.0,9.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,NAGALAND,378811,197394,181417,278037,150142,127895,151350,99645,51705,8990,5073,108900,31212,234239,566,1270,2148,71413,3303,12077,34539,61815,80076,44343,26712,27532,277956,58926,866,73.0,76.0,919.0603564444715,70.0,6.0,52,521,220,40.0,50.0,29.0,19.0,1.0,3.0,64.0,26.0,10.0,9.0,73.0,16.0
