State,District,Latitude,Longitude,District code,State name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Agricultural_Workers,Household_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Power_Parity,Literacy_Rate,Male_Literacy_Rate,Sex_Ratio,Female_Literacy_Rate,Literacy_Gender_Gap,Low_Income,Middle_Income,High_Income,Worker_Participation_Rate,Male_Worker_Participation_Rate,Female_Worker_Participation_Rate,Electrification_Rate,Internet_Access_Rate,Computer_Access_Rate,Youth_Population_Percent,Middle_Age_Population_Percent,Senior_Population_Percent,Below_Primary_Education_Rate,Literate_Education_Rate,Illiteracy_Rate
Jharkhand,Ranchi,23.184235061391547,85.31781937244203,364,JHARKHAND,2914253,1494937,1419316,1911433,1085244,826189,1142867,743967,398900,267360,38452,1612239,410759,193974,4826,932,2733,350908,22538,76565,361522,547583,495515,370847,247237,195181,2246309,613855,3805,66.0,73.0,949.4152596397039,58.0,15.0,674,2257,662,39.0,50.0,28.0,12.0,1.0,3.0,60.0,25.0,14.0,12.0,77.0,21.0
Jharkhand,Sahibganj,24.93667989690721,87.68264097938142,352,JHARKHAND,1150567,589391,561176,483263,287303,195960,490202,295690,194512,206902,43179,628044,398243,83208,198,245,125,34879,591,9563,146399,171416,110822,52248,28087,19832,531397,637296,954,42.0,49.0,952.1285530318582,35.0,14.0,276,582,71,43.0,50.0,35.0,3.0,0.0,1.0,65.0,23.0,12.0,13.0,46.0,55.0
Jharkhand,Simdega,22.608760391198054,84.59193691931536,367,JHARKHAND,599578,300309,299269,343483,191991,151492,288645,159867,128778,90232,8011,201524,15103,306601,51,753,114,16865,423,4649,82317,130068,97580,47836,24842,13674,397514,191341,496,57.0,64.0,996.5369003259975,51.0,13.0,148,306,35,48.0,53.0,43.0,3.0,0.0,1.0,60.0,24.0,16.0,14.0,66.0,32.0
Karnataka,Bagalkot,16.15860676328503,75.64526070853468,556,KARNATAKA,1889752,950111,939641,1113412,641388,472024,818081,511575,306506,303243,44797,1634229,219991,3433,443,412,25198,301389,3745,26297,242336,385986,147397,171505,115095,82319,1170429,608843,2890,59.0,68.0,988.9802349409701,50.0,18.0,380,1505,461,43.0,54.0,33.0,16.0,0.0,1.0,59.0,25.0,16.0,13.0,62.0,32.0
Karnataka,Bangalore Rural,12.936827087794448,77.47369314775169,583,KARNATAKA,990923,509172,481751,688749,385311,303438,459891,315499,144392,84108,19457,890429,92252,5368,389,272,1045,214253,3729,17066,100770,168165,126285,166677,82235,51015,705888,205062,1422,70.0,76.0,946.1458996174181,63.0,13.0,164,748,292,46.0,62.0,30.0,22.0,0.0,2.0,54.0,28.0,18.0,10.0,71.0,21.0
Karnataka,Belgaum,16.16107219152853,74.72329042357275,555,KARNATAKA,4779661,2423063,2356598,3052032,1725548,1326484,2105668,1372422,733246,649517,60342,4038331,528412,18418,2037,1086,178310,808827,17560,73497,544564,1057297,609600,532584,279583,201884,3282133,1346776,7045,64.0,71.0,972.5698423854435,56.0,15.0,1016,3545,1273,44.0,57.0,31.0,17.0,0.0,2.0,56.0,26.0,18.0,11.0,69.0,28.0
Karnataka,Bellary,15.074377548209377,76.47228471074374,565,KARNATAKA,2452595,1236954,1215641,1421621,813440,608181,1116880,703258,413622,406092,22832,2103633,320834,14014,1029,284,8044,440374,9626,40190,275785,529576,219702,203139,121453,89475,1468497,787762,3886,58.0,66.0,982.7697715517311,50.0,16.0,415,1983,815,46.0,57.0,34.0,18.0,0.0,2.0,61.0,25.0,14.0,11.0,60.0,32.0
Karnataka,Bidar,17.950361730769224,77.19459961538459,558,KARNATAKA,1703300,870665,832635,1042673,597198,445475,702608,459050,243558,280091,18095,1289709,335184,35438,1145,30453,680,271439,3971,36072,188998,474921,194233,181076,105347,54900,1212360,515395,2448,61.0,69.0,956.320743339861,54.0,15.0,377,1264,361,41.0,53.0,29.0,16.0,0.0,2.0,60.0,23.0,17.0,11.0,71.0,30.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,417,CHHATTISGARH,255230,128663,126567,86919,54076,32843,134525,71591,62934,49859,1399,245151,1617,2709,68,1649,15,12516,117,1462,25597,22787,14170,7192,6755,3421,80069,163278,1387,34.0,42.0,983.7093803191283,26.0,16.0,293,911,134,53.0,56.0,50.0,5.0,0.0,1.0,66.0,25.0,9.0,10.0,31.0,64.0
Karnataka,Bijapur,16.84015316666667,75.95909166666665,557,KARNATAKA,2177331,1111022,1066309,1248268,730566,517702,927722,580111,347611,351600,25379,1786830,369588,2433,558,374,8665,326594,4987,36571,246391,430477,143199,182756,129109,96990,1253491,746979,2938,57.0,66.0,959.755072356803,49.0,17.0,447,1503,469,43.0,52.0,33.0,15.0,0.0,2.0,59.0,24.0,16.0,11.0,58.0,34.0
Karnataka,Chikmagalur,13.425288289676422,75.67626502311249,570,KARNATAKA,1137961,566622,571339,818345,438257,380088,565774,357889,207885,126600,8873,1004553,101235,26000,182,109,4710,238505,4510,18727,114570,257550,160083,177585,96470,72420,891309,204371,1996,72.0,77.0,1008.324773835114,67.0,10.0,239,1059,380,50.0,63.0,36.0,21.0,0.0,2.0,50.0,30.0,20.0,10.0,78.0,18.0
Karnataka,Chitradurga,14.29102220394736,76.57821957236843,566,KARNATAKA,1659456,840843,818613,1087392,607188,480204,856587,513311,343276,294337,26235,1520553,128751,3175,322,84,3778,307257,5711,28897,188329,332648,196470,217567,132435,75262,1164789,452975,2374,66.0,72.0,973.5622464598029,59.0,13.0,365,1233,345,52.0,61.0,42.0,19.0,0.0,2.0,54.0,28.0,18.0,11.0,70.0,27.0
Karnataka,Davanagere,14.330414586709884,75.91723841166937,567,KARNATAKA,1945497,986400,959097,1308540,720637,587903,875207,585639,289568,295873,31438,1658465,265805,5420,307,164,6417,372671,7320,39416,242130,446793,206686,269748,154781,123863,1476376,467414,3062,67.0,73.0,972.3205596107056,61.0,12.0,406,1588,493,45.0,59.0,30.0,19.0,0.0,2.0,55.0,28.0,17.0,12.0,76.0,24.0
Karnataka,Dharwad,15.343831376975173,75.13831264108359,562,KARNATAKA,1847023,937206,909817,1301664,711776,589888,784833,543776,241057,207642,16463,1390020,386834,28747,1486,715,29037,347962,15013,49585,252596,383041,185530,227113,143453,137768,1363803,428556,3519,70.0,76.0,970.7759019895306,65.0,11.0,289,1738,869,42.0,58.0,26.0,19.0,1.0,3.0,55.0,27.0,17.0,14.0,74.0,23.0
Karnataka,Gadag,15.507128256880746,75.64861302752298,561,KARNATAKA,1064570,537147,527423,700177,397178,302999,495722,310412,185310,200310,15485,907750,143665,3432,231,79,5993,198064,3373,15625,121615,244640,112703,105150,63816,42053,702799,306138,1699,66.0,74.0,981.8969481352405,57.0,17.0,218,881,278,47.0,58.0,35.0,19.0,0.0,1.0,57.0,26.0,17.0,11.0,66.0,29.0
Karnataka,Gulbarga,17.070459515951594,76.87503850385033,579,KARNATAKA,2566326,1301755,1264571,1427368,828359,599009,1087028,680001,407027,415267,25891,2011014,513125,8344,826,9589,4865,404767,9752,52483,177860,579057,270622,290570,153746,104256,1596603,883704,5378,56.0,64.0,971.435485171941,47.0,17.0,761,2763,872,42.0,52.0,32.0,16.0,0.0,2.0,61.0,24.0,15.0,7.0,62.0,34.0
Karnataka,Hassan,12.945098749999998,76.11049549999997,574,KARNATAKA,1776421,883667,892754,1225256,668836,556420,903580,560452,343128,165910,16126,1630814,120011,15611,289,623,5820,400702,4851,23444,182255,354480,232531,292369,147837,103152,1340398,401227,2743,69.0,76.0,1010.2832854457617,62.0,14.0,390,1438,434,51.0,63.0,38.0,23.0,0.0,1.0,49.0,29.0,21.0,10.0,75.0,23.0
Karnataka,Haveri,14.737582809224318,75.3961230607966,564,KARNATAKA,1597668,819128,778540,1085443,603793,481650,730066,490731,239335,311263,20217,1281878,297927,2406,419,68,9834,295937,2456,17819,240925,430529,201965,158442,84357,55310,1188358,383494,2240,68.0,74.0,950.4497465597562,62.0,12.0,353,1153,332,46.0,60.0,31.0,19.0,0.0,1.0,57.0,27.0,17.0,15.0,74.0,24.0
Karnataka,Kodagu,12.39684468085106,75.79336595744688,576,KARNATAKA,554519,274608,279911,412877,215302,197575,278938,172100,106838,15153,1549,448986,87274,17130,139,126,250,113931,3308,10758,51287,111562,75291,86232,54939,43225,430787,91352,942,74.0,78.0,1019.311163549496,71.0,7.0,116,494,201,50.0,63.0,38.0,21.0,1.0,2.0,50.0,29.0,21.0,9.0,78.0,16.0
Karnataka,Kolar,13.312799881235172,78.01376947743476,581,KARNATAKA,1536401,776396,760005,1016219,564110,452109,717872,454048,263824,201233,24178,1305431,199873,26722,253,150,2494,309494,5051,27235,138015,289841,228422,225498,107929,71422,1079088,399089,3389,66.0,73.0,978.8883507900607,59.0,14.0,477,1806,440,47.0,58.0,35.0,20.0,0.0,2.0,55.0,27.0,18.0,9.0,70.0,26.0
Karnataka,Koppal,15.651253271028034,76.1617048598131,560,KARNATAKA,1389920,699926,689994,809085,468785,340300,654766,387974,266792,273016,18794,1218024,161770,4081,296,85,2898,223166,2135,15263,222140,357098,127605,113028,72243,43967,946512,472182,1889,58.0,67.0,985.8099284781534,49.0,18.0,317,971,272,47.0,55.0,39.0,16.0,0.0,1.0,62.0,24.0,15.0,16.0,68.0,34.0
Karnataka,Mandya,12.574901806239744,76.81570098522172,573,KARNATAKA,1805769,905085,900684,1149649,638668,510981,871408,575203,296205,216159,17834,1712695,77801,8506,322,299,3607,391033,3367,20265,145178,309476,226552,308624,157839,102838,1270494,504734,2628,64.0,71.0,995.1374732759907,57.0,14.0,408,1388,343,48.0,64.0,33.0,22.0,0.0,1.0,50.0,29.0,21.0,8.0,70.0,28.0
Karnataka,Mysore,12.248100259403367,76.52881802853437,577,KARNATAKA,3001127,1511600,1489527,1962180,1063766,898414,1314268,921803,392465,311002,28162,2631985,290549,39361,1255,16194,14419,640868,28397,80086,207091,537686,404565,452412,222230,212541,2063359,747237,4995,65.0,70.0,985.3975919555438,60.0,10.0,535,2483,1111,44.0,61.0,26.0,21.0,1.0,3.0,53.0,29.0,18.0,7.0,69.0,25.0
Karnataka,Raichur,16.050795353982295,76.87368606194688,559,KARNATAKA,1928812,964511,964301,979769,577213,402556,903413,530373,373040,383526,19095,1634062,272022,10394,538,2265,4156,314547,5200,33903,147743,385673,163709,153346,82082,50463,997638,783126,2672,51.0,60.0,999.7822730896796,42.0,18.0,438,1323,459,47.0,55.0,39.0,16.0,0.0,2.0,62.0,24.0,14.0,8.0,52.0,41.0
Karnataka,Shimoga,14.063845885634592,75.17882078103197,568,KARNATAKA,1752753,877415,875338,1263016,674938,588078,780598,534487,246111,246464,15087,1479424,234664,26521,400,120,9234,363835,8791,35207,191641,385978,292481,251095,132138,111753,1383122,355222,3119,72.0,77.0,997.6328191334774,67.0,10.0,336,1612,621,45.0,61.0,28.0,21.0,1.0,2.0,52.0,29.0,19.0,11.0,79.0,20.0
Karnataka,Tumkur,13.592467760074973,77.02297966260545,571,KARNATAKA,2678980,1350594,1328386,1813391,1006024,807367,1354646,837512,517134,352286,54523,2413812,245923,9130,477,187,5067,562769,7971,41751,270373,500593,386998,423738,213588,143735,1969712,686274,4067,68.0,74.0,983.5568646092015,61.0,13.0,613,2097,625,51.0,62.0,39.0,21.0,0.0,2.0,50.0,28.0,21.0,10.0,74.0,26.0
Karnataka,Udupi,13.450404228534568,74.72009990316337,569,KARNATAKA,1177361,562131,615230,926429,465704,460725,513241,335399,177842,63390,10580,1009179,96740,65838,232,161,4534,224814,9070,24817,142493,286193,176260,178094,109663,107279,1018426,204028,2100,79.0,83.0,1094.4601881056194,75.0,8.0,209,1052,568,44.0,60.0,29.0,19.0,1.0,2.0,48.0,29.0,23.0,12.0,87.0,17.0
Kerala,Alappuzha,9.542602965599087,76.38010796263319,598,KERALA,2127789,1013142,1114647,1852797,890552,962245,804471,536738,267733,71706,35865,1460447,224545,435056,268,146,74,507913,28842,71593,133039,334339,418953,573306,274789,198858,1991380,163991,3368,87.0,88.0,1100.1883250324238,86.0,2.0,516,1952,625,38.0,53.0,24.0,24.0,1.0,3.0,42.0,30.0,28.0,6.0,94.0,8.0
Kerala,Ernakulam,10.004879301987431,76.26957729035381,595,KERALA,3282388,1619557,1662831,2855676,1425723,1429953,1249343,913249,336094,71391,23976,1509557,514397,1248137,860,614,1176,771287,88737,184167,212263,446380,554817,702511,389793,429880,2848777,268315,6274,87.0,88.0,1026.7196523493772,86.0,2.0,654,3527,1310,38.0,56.0,20.0,23.0,3.0,6.0,43.0,31.0,26.0,6.0,87.0,8.0
Kerala,Idukki,9.80480963855423,77.04586641566264,596,KERALA,1108974,552808,556166,923010,471881,451129,516363,331710,184653,145698,6888,541854,82206,481507,100,189,44,244844,8250,24863,79149,166604,209398,261237,136428,86136,958204,126589,1374,83.0,85.0,1006.0744417591641,81.0,4.0,329,773,246,47.0,60.0,33.0,22.0,1.0,2.0,45.0,32.0,24.0,7.0,86.0,11.0
Kerala,Kannur,11.941523076923056,75.35209891725934,589,KERALA,2523003,1181446,1341557,2138434,1012956,1125478,824116,609377,214739,82988,12875,1509592,742483,262526,424,1118,193,511167,32653,83940,204713,487016,491844,540383,308670,217203,2290106,279352,4432,85.0,86.0,1135.5212172202537,84.0,2.0,536,2564,681,33.0,52.0,16.0,20.0,1.0,3.0,47.0,29.0,23.0,8.0,91.0,11.0
Kerala,Kasaragod,12.33310309912974,75.07768497134369,588,KERALA,1307375,628613,678762,1037492,516476,521016,462998,325095,137903,38774,24496,729987,486913,87454,151,362,130,237670,10378,32484,115476,268084,230416,238900,122657,76192,1068310,212905,1988,79.0,82.0,1079.7772238245154,77.0,5.0,305,1188,337,35.0,52.0,20.0,18.0,1.0,2.0,53.0,28.0,19.0,9.0,82.0,16.0
Kerala,Kollam,8.929388820570157,76.6360775852431,600,KERALA,2635375,1246968,1388407,2240273,1074345,1165928,912025,644362,267663,92193,21511,1697635,508500,421598,208,272,63,630767,31542,83133,172247,406592,562529,595191,307950,233402,2341963,231286,3910,85.0,86.0,1113.426326898525,84.0,2.0,667,2284,749,35.0,52.0,19.0,24.0,1.0,3.0,45.0,30.0,25.0,7.0,89.0,9.0
Kerala,Kottayam,9.643701174068417,76.46059673302705,597,KERALA,1974551,968289,1006262,1749798,861592,888206,735735,530322,205413,63052,18523,983598,126499,858608,204,358,83,464039,37849,83999,117681,271496,373998,475724,280720,221350,1793308,134393,3071,89.0,89.0,1039.2165975240864,88.0,1.0,481,1811,605,37.0,55.0,20.0,24.0,2.0,4.0,41.0,30.0,29.0,6.0,91.0,7.0
Kerala,Kozhikode,11.392924270557026,75.71158720159153,591,KERALA,3086293,1470942,1615351,2615443,1266939,1348504,948981,752333,196648,64198,13312,1734958,1211131,131516,297,235,601,641660,36791,107602,247996,564392,647221,630818,351267,250117,2744977,335520,4594,85.0,86.0,1098.1745031415242,83.0,3.0,770,2546,732,31.0,51.0,12.0,21.0,1.0,3.0,48.0,29.0,22.0,8.0,89.0,11.0
Kerala,Malappuram,10.97329875666072,75.93910775606876,592,KERALA,4112920,1960328,2152592,3311315,1597404,1713911,1062424,898157,164267,117405,18423,1135259,2888849,81556,205,179,68,730119,27909,119918,415601,770417,814285,933793,392867,203779,3572086,622345,4838,81.0,81.0,1098.0774645875588,80.0,1.0,1156,2668,828,26.0,46.0,8.0,18.0,1.0,3.0,58.0,25.0,16.0,10.0,87.0,15.0
Kerala,Palakkad,10.784926903553291,76.49980490693744,593,KERALA,2809934,1359478,1450456,2239492,1122600,1116892,1042340,746121,296219,249949,25035,1875980,812936,114397,220,238,78,587583,27162,69440,249198,492864,608176,572412,232109,180540,2371669,439934,3929,80.0,83.0,1066.9212741949484,77.0,6.0,692,2331,756,37.0,55.0,20.0,21.0,1.0,2.0,50.0,29.0,22.0,9.0,84.0,16.0
Kerala,Thiruvananthapuram,8.537101759082221,76.88711502868073,601,KERALA,3301427,1581678,1719749,2785408,1354857,1430551,1231669,864101,367568,94470,28587,2194057,452915,630573,404,301,76,783872,71621,155321,206328,460690,642470,682156,389161,381782,2838716,309042,5770,84.0,86.0,1087.2940004223365,83.0,3.0,766,3300,1188,37.0,55.0,21.0,24.0,2.0,5.0,45.0,30.0,25.0,6.0,86.0,9.0
Kerala,Thrissur,10.458932647907687,76.12321940836945,594,KERALA,3121200,1480763,1640437,2678548,1282261,1396287,1095727,789511,306216,73941,27883,1823442,532839,757484,259,278,62,721625,56148,132774,222627,445696,524387,821831,362657,338600,2787333,307665,5612,86.0,87.0,1107.8322459434764,85.0,2.0,622,3270,1035,35.0,53.0,19.0,23.0,2.0,4.0,45.0,30.0,25.0,7.0,89.0,10.0
Kerala,Wayanad,11.715277464788736,76.07587007042254,590,KERALA,817420,401684,415736,645585,328136,317449,340077,228639,111438,101630,4574,404460,234185,174453,61,312,1797,149864,4712,15944,65326,144896,137227,184266,87042,51111,678654,131211,1095,79.0,82.0,1034.9827227372762,76.0,6.0,234,645,201,42.0,57.0,27.0,18.0,1.0,2.0,51.0,30.0,19.0,8.0,83.0,16.0
Madhya Pradesh,Anuppur,23.18184220430107,81.86560000000007,461,MADHYA PRADESH,749237,379114,370123,436595,254120,182475,346471,207401,139070,130376,7051,686524,21473,2132,606,86,1653,81338,1290,7266,113208,115716,93450,58536,42743,31646,458365,271733,787,58.0,67.0,976.2841783737873,49.0,18.0,166,550,63,46.0,55.0,38.0,11.0,0.0,1.0,59.0,26.0,15.0,15.0,61.0,36.0
Madhya Pradesh,Ashoknagar,24.63098846153845,77.82974493927134,459,MADHYA PRADESH,845071,443837,401234,469109,290304,178805,315270,231829,83441,122387,10559,778214,40707,635,8009,1352,15094,84720,619,6016,148647,117053,62802,51499,29551,22791,435809,359525,861,56.0,65.0,904.0120584809288,45.0,20.0,176,575,69,37.0,52.0,21.0,10.0,0.0,1.0,63.0,23.0,14.0,18.0,52.0,43.0
Madhya Pradesh,Balaghat,21.80020720640569,80.42170053380796,457,MADHYA PRADESH,1701698,842178,859520,1147623,626468,521155,893014,488610,404404,459796,19245,1519384,38542,5295,1050,72162,4778,277927,1712,13306,290699,312640,235251,168635,126308,74213,1215160,493415,1709,67.0,74.0,1020.5918463792689,61.0,13.0,347,1140,138,52.0,58.0,47.0,16.0,0.0,1.0,57.0,27.0,16.0,17.0,71.0,29.0
Madhya Pradesh,Barwani,21.702135714285724,74.91004719710673,441,MADHYA PRADESH,1385881,699340,686541,549926,313642,236284,653897,365928,287969,267196,7451,1318869,58222,2967,2361,416,2289,181139,1158,8516,157337,137116,74067,59100,42649,30754,503604,825034,1336,40.0,45.0,981.6984585466296,34.0,11.0,315,882,80,47.0,52.0,42.0,13.0,0.0,1.0,67.0,22.0,11.0,11.0,36.0,60.0
Madhya Pradesh,Betul,21.964626315789477,77.7873428189117,447,MADHYA PRADESH,1575362,799236,776126,939769,529783,409986,786980,453887,333093,358157,11849,1505745,37590,3271,1078,9651,3759,230974,2109,13755,239114,232532,176325,140402,105696,82761,982706,603098,1845,60.0,66.0,971.0848860661932,53.0,13.0,344,1219,190,50.0,57.0,43.0,15.0,0.0,1.0,60.0,25.0,15.0,15.0,62.0,38.0
Madhya Pradesh,Bhind,26.35951126187245,78.7618324287653,420,MADHYA PRADESH,1703005,926843,776162,1094917,676513,418404,520768,455775,64993,158266,9838,1595400,66776,973,4047,12215,19950,107819,1166,14368,202629,261162,199044,140743,96011,50222,957870,388473,1786,64.0,73.0,837.4255402479168,54.0,19.0,379,1123,148,31.0,49.0,8.0,6.0,0.0,1.0,61.0,23.0,15.0,12.0,56.0,23.0
Madhya Pradesh,Bhopal,23.480726143790854,77.39246623093679,444,MADHYA PRADESH,2371061,1236130,1134931,1660690,920314,740376,867457,644960,222497,105195,24732,1755861,525434,23432,10789,21688,25950,452912,40788,94729,229082,303171,287198,211371,178165,266618,1506450,462581,4298,70.0,74.0,918.1323970779772,65.0,9.0,354,2188,1208,37.0,52.0,20.0,19.0,2.0,4.0,59.0,26.0,14.0,10.0,64.0,20.0
Madhya Pradesh,Burhanpur,21.364567254408065,76.24460478589425,467,MADHYA PRADESH,757847,388504,369343,408679,233073,175606,328339,211925,116414,156295,8077,552526,180840,1199,1074,19883,1884,112420,986,5058,107547,119468,69765,57058,42618,28237,429454,317962,989,54.0,60.0,950.6800444783065,48.0,12.0,160,607,126,43.0,55.0,32.0,15.0,0.0,1.0,62.0,24.0,14.0,14.0,57.0,42.0
Madhya Pradesh,Chhatarpur,24.813637376460004,79.56449299191374,425,MADHYA PRADESH,1762375,936121,826254,943033,572010,371023,751797,481518,270279,238364,26390,1676918,70351,1980,968,250,10409,176056,1880,15567,270951,236054,160310,112961,77787,59704,925604,770268,1947,54.0,61.0,882.6358985643949,45.0,16.0,413,1239,164,43.0,51.0,33.0,10.0,0.0,1.0,63.0,22.0,14.0,15.0,53.0,44.0
Madhya Pradesh,Chhindwara,22.227966971713823,78.76413136439254,455,MADHYA PRADESH,2090922,1064468,1026454,1294198,731294,562904,957984,582263,375721,422668,14585,1923920,100692,4893,2258,24471,7830,344875,3588,20034,284113,336391,225747,215098,167946,112383,1353819,663446,2513,62.0,69.0,964.2882641845504,55.0,14.0,455,1618,273,46.0,55.0,37.0,16.0,0.0,1.0,59.0,26.0,15.0,14.0,65.0,32.0
Madhya Pradesh,Damoh,23.76624407960196,79.47049303482588,428,MADHYA PRADESH,1264219,661873,602346,747715,445737,301978,574595,367711,206884,250165,67383,1186420,47966,1681,1096,119,25005,187731,1432,10504,197917,217296,150040,95032,64414,41158,771117,469038,1359,59.0,67.0,910.0628066109359,50.0,17.0,287,901,95,45.0,56.0,34.0,15.0,0.0,1.0,61.0,25.0,14.0,16.0,61.0,37.0
Madhya Pradesh,Datia,25.90226439560441,78.63916571428574,422,MADHYA PRADESH,786754,420157,366597,491445,303815,187630,321160,225662,95498,93744,6839,747693,28483,683,490,7923,453,97696,616,5251,132176,131372,88949,73398,48978,34853,513988,260076,951,62.0,72.0,872.5238422780056,51.0,21.0,202,622,69,41.0,54.0,26.0,12.0,0.0,1.0,60.0,25.0,15.0,17.0,65.0,33.0
Madhya Pradesh,Dewas,22.7851110021322,76.46088805970157,437,MADHYA PRADESH,1563715,805359,758356,925369,550716,374653,742676,451501,291175,310606,11816,1376591,174259,2355,2330,382,6497,270457,3518,16523,242508,225380,149522,125772,94403,55383,897959,565365,1899,59.0,68.0,941.6372077545542,49.0,19.0,334,1210,220,47.0,56.0,38.0,17.0,0.0,1.0,60.0,25.0,15.0,16.0,57.0,36.0
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,MADHYA PRADESH,2185793,1112725,1073068,1077338,638479,438859,1027974,597079,430895,437437,15830,2051219,116202,2261,1607,328,12199,349639,2388,18626,262090,244058,164576,134279,99882,66721,978149,1021851,2470,49.0,57.0,964.3604664225213,41.0,16.0,453,1626,266,47.0,54.0,40.0,16.0,0.0,1.0,63.0,24.0,12.0,12.0,45.0,47.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,MADHYA PRADESH,704524,351913,352611,378714,222759,155955,389925,203383,186542,190962,7958,605435,6736,4238,260,61,687,62372,554,6447,103002,113875,84065,49277,31104,15179,398176,295655,652,54.0,63.0,1001.9834447718612,44.0,19.0,151,459,32,55.0,58.0,53.0,9.0,0.0,1.0,60.0,26.0,15.0,15.0,57.0,42.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,MADHYA PRADESH,1241519,649362,592157,653980,400537,253443,514897,335454,179443,175615,12079,1172248,49203,1208,3271,529,13474,144248,2482,11740,197902,157141,84560,79924,50724,42147,618849,578034,1302,53.0,62.0,911.9058398859188,43.0,19.0,254,845,119,41.0,52.0,30.0,12.0,0.0,1.0,64.0,23.0,13.0,16.0,50.0,47.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,MADHYA PRADESH,2032036,1090327,941709,1357210,803114,554096,685311,548820,136491,120348,22592,1835299,141735,4119,24790,4361,18058,306859,15779,46454,235648,235924,204871,193082,166719,193947,1253339,554486,2830,67.0,74.0,863.6941027783408,59.0,15.0,330,1620,549,34.0,50.0,14.0,15.0,1.0,2.0,60.0,26.0,14.0,12.0,62.0,27.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,MADHYA PRADESH,570465,294838,275627,352550,203807,148743,230979,156852,74127,101256,6459,527462,38640,683,676,93,1573,95066,986,5376,90059,87733,60757,46556,31939,27126,347639,177731,619,62.0,69.0,934.8421845216695,54.0,15.0,128,399,58,40.0,53.0,27.0,17.0,0.0,1.0,61.0,24.0,15.0,16.0,61.0,31.0
